"country","name","position"
"France","Mr Jean-Yves LE DRIAN","Minister for Europe and for Foreign Affairs"
"France","Ms Barbara POMPILI","Minister for the Ecological Transition"
"France","Mr Jean-Michel BLANQUER","Minister for National Education, Youth and Sport"
"France","Mr Bruno LE MAIRE","Minister for Economic Affairs, Finance and Recovery"
"France","Ms Florence PARLY","Minister for the Armed Forces"
"France","Mr Gérald DARMANIN","Minister for the Interior"
"France","Ms Élisabeth BORNE","Minister for Labour, Employment and Economic Inclusion"
"France","Mr Sébastien LECORNU","Minister for Overseas France"
"France","Ms Jacqueline GOURAULT","Minister for Territorial Cohesion and Relations with Local Government"
"France","Mr Éric DUPOND-MORETTI","Keeper of the Seals, Minister for Justice"
"France","Ms Roselyne BACHELOT","Minister for Culture"
"France","Mr Olivier VÉRAN","Minister for Solidarity and Health"
"France","Ms Annick GIRARDIN","Minister for Maritime Affairs"
"France","Ms Frédérique VIDAL","Minister for Higher Education, Research and Innovation"
"France","Mr Julien DENORMANDIE","Minister for Agriculture and Food"
"France","Ms Amélie DE MONTCHALIN","Minister for Public Sector Transformation and the Civil Service"
"France","Mr Marc FESNEAU","Minister with responsibility for Relations with Parliament and Citizen Participation, attached to the Prime Minister"
"France","Ms Élisabeth MORENO","Minister with responsibility for Gender Equality, Diversity and Equal Opportunities, attached to the Prime Minister"
"France","Mr Franck RIESTER","Minister with responsibility for Foreign Trade and Economic Attractiveness, attached to the Minister for Europe and Foreign Affairs"
"France","Ms Emmanuelle WARGON","Minister with responsibility for Housing, attached to the Minister for the Ecological Transition"
"France","Mr Jean-Baptiste DJEBBARI","Minister with responsibility for Transport, attached to the Minister for the Ecological Transition"
"France","Ms Roxana MARACINEANU","Minister with responsibility for Sport, attached to the Minister for National Education, Youth and Sport"
"France","Mr Olivier DUSSOPT","Minister with responsibility for Public Accounts, attached to the Minister for Economic Affairs, Finance and Recovery"
"France","Ms Agnès PANNIER-RUNACHER","Minister with responsibility for Industry, attached to the Minister for Economic Affairs, Finance and Recovery"
"France","Mr Alain GRISET","Minister with responsibility for Small and Medium-Sized Enterprises, attached to the Minister for Economic Affairs, Finance and Recovery"
"France","Ms Geneviève DARRIEUSSECQ","Minister with responsibility for Remembrance and Veterans, attached to the Minister for the Armed Forces"
"France","Ms Marlène SCHIAPPA","Minister with responsibility for Citizenship, attached to the Minister for the Interior"
"France","Ms Brigitte KLINKERT","Minister with responsibility for Economic Inclusion, attached to the Minister for Labour, Employment and Economic Inclusion"
"France","Ms Nadia HAI","Minister with responsibility for Urban Affairs, attached to the Minister for Territorial Cohesion and Relations with Local Government"
"France","Ms Brigitte BOURGUIGNON","Minister with responsibility for Personal Independence, attached to the Minister for Solidarity and Health"
"France","Mr Gabriel ATTAL","Minister of State attached to the Prime Minister, Government Spokesperson"
"France","Ms Sophie CLUZEL","Minister of State with responsibility for Persons with Disabilities, attached to the Prime Minister"
"France","Mr Jean-Baptiste LEMOYNE","Minister of State with responsibility for Tourism, French Nationals Abroad and La Francophonie, attached to the Minister for Europe and for Foreign Affairs"
"France","Mr Clément BEAUNE","Minister of State with responsibility for European Affairs, attached to the Minister for Europe and for Foreign Affairs"
"France","Ms Bérangère ABBA","Minister of State with responsibility for Biodiversity, attached to the Minister for the Ecological Transition"
"France","Ms Nathalie ÉLIMAS","Minister of State with responsibility for Priority Education Policy, attached to the Minister for National Education, Youth and Sport"
"France","Ms Sarah EL HAIRY","Minister of State with responsibility for Youth and Youth Engagement, attached to the Minister for National Education, Youth and Sport"
"France","Mr Cédric O","Minister of State with responsibility for the Digital Transition and Electronic Communications, attached to the Minister for Economic Affairs, Finance and Recovery and the Minister for Territorial Cohesion and Relations with Local Government"
"France","Ms Olivia GRÉGOIRE","Minister of State with responsibility for the Social, Solidarity and Responsible Economy, attached to the Minister for Economic Affairs, Finance and Recovery"
"France","Mr Laurent PIETRASZEWSKI","Minister of State with responsibility for Pensions and Occupational Health, attached to the Minister for Labour, Employment and Economic Inclusion"
"France","Mr Joël GIRAUD","Minister of State with responsibility for Rural Affairs, attached to the Minister for Territorial Cohesion and Relations with Local Government"
"France","Mr Adrien TAQUET","Minister of State with responsibility for Children and Families, attached to the Minister for Solidarity and Health"
"Germany","Ms Angela MERKEL","Federal Chancellor"
"Germany","Mr Olaf SCHOLZ","Federal Minister for Finance"
"Germany","Mr Horst SEEHOFER","Federal Minister for the Interior, Building and Community"
"Germany","Mr Heiko MAAS","Federal Minister for Foreign Affairs"
"Germany","Mr Peter ALTMAIER","Federal Minister for Economic Affairs and Energy"
"Germany","Ms Christine LAMBRECHT","Federal Minister for Justice and Consumer Protection"
"Germany","Mr Hubertus HEIL","Federal Minister for Labour and Social Affairs"
"Germany","Ms Annegret KRAMP-KARRENBAUER","Federal Minister for Defence"
"Germany","Ms Julia KLÖCKNER","Federal Minister for Food and Agriculture"
"Germany","Ms Franziska GIFFEY","Federal Minister for Family Affairs, Senior Citizens, Women and Youth"
"Germany","Mr Jens SPAHN","Federal Minister for Health"
"Germany","Mr Andreas SCHEUER","Federal Minister for Transport and Digital Infrastructure"
"Germany","Ms Svenja SCHULZE","Federal Minister for the Environment, Nature Conservation and Nuclear Safety"
"Germany","Ms Anja KARLICZEK","Federal Minister for Education and Research"
"Germany","Mr Gerd MÜLLER","Federal Minister for Economic Cooperation and Development"
"Germany","Mr Helge BRAUN","Head of the Federal Chancellery and Federal Minister for Special Tasks"
"Germany","Mr Hendrik HOPPENSTEDT","Minister of State to the Federal Chancellor, Federal Government Coordinator for Bureaucracy Reduction and Better Regulation and Coordinator for Federal-Länder Relations"
"Germany","Ms Monika GRÜTTERS","Minister of State to the Federal Chancellor and Federal Government Commissioner for Culture and the Media"
"Germany","Ms Annette WIDMANN-MAUZ","Minister of State to the Federal Chancellor and Federal Government Commissioner for Migration, Refugees and Integration"
"Germany","Ms Dorothee BÄR","Minister of State to the Federal Chancellor and Federal Government Commissioner for Digitalisation"
"Germany","Ms Bettina HAGEDORN","Parliamentary State Secretary to the Federal Minister for Finance"
"Germany","Ms Sarah RYGLEWSKI","Parliamentary State Secretary to the Federal Minister for Finance"
"Germany","Mr Rolf BÖSINGER","State Secretary, Federal Ministry of Finance"
"Germany","Mr Werner GATZER","State Secretary, Federal Ministry of Finance"
"Germany","Mr Jörg KUKIES","State Secretary, Federal Ministry of Finance"
"Germany","Mr Wolfgang SCHMIDT","State Secretary, Federal Ministry of Finance"
"Germany","Mr Günter KRINGS","Parliamentary State Secretary to the Federal Minister for the Interior, Building and Community"
"Germany","Mr Stephan MAYER","Parliamentary State Secretary to the Federal Minister for the Interior, Building and Community"
"Germany","Mr Volkmar VOGEL","Parliamentary State Secretary to the Federal Minister for the Interior, Building and Community"
"Germany","Ms Anne Katrin BOHLE","State Secretary, Federal Ministry of the Interior, Building and Community"
"Germany","Mr Hans-Georg ENGELKE","State Secretary, Federal Ministry of the Interior, Building and Community"
"Germany","Mr Helmut TEICHMANN","State Secretary, Federal Ministry of the Interior, Building and Community"
"Germany","Mr Markus RICHTER","State Secretary, Federal Ministry of the Interior, Building and Community"
"Germany","Mr Markus KERBER","State Secretary, Federal Ministry of the Interior, Building and Community"
"Germany","Ms Michelle MÜNTEFERING","Minister of State, Federal Foreign Office"
"Germany","Mr Michael ROTH","Minister of State for Europe, Federal Foreign Office"
"Germany","Mr Niels ANNEN","Minister of State, Federal Foreign Office"
"Germany","Ms Antje LEENDERTSE","State Secretary, Federal Foreign Office"
"Germany","Mr Miguel BERGER","State Secretary, Federal Foreign Office"
"Germany","Ms Elisabeth WINKELMEIER-BECKER","Parliamentary State Secretary to the Federal Minister for Economic Affairs and Energy"
"Germany","Mr Thomas BAREIß","Parliamentary State Secretary to the Federal Minister for Economic Affairs and Energy"
"Germany","Mr Marco WANDERWITZ","Parliamentary State Secretary to the Federal Minister for Economic Affairs and Energy"
"Germany","Ms Claudia DÖRR-VOß","State Secretary, Federal Ministry of Economic Affairs and Energy"
"Germany","Mr Ulrich NUßBAUM","State Secretary, Federal Ministry of Economic Affairs and Energy"
"Germany","Mr Andreas FEICHT","State Secretary, Federal Ministry of Economic Affairs and Energy"
"Germany","Ms Rita HAGL-KEHL","Parliamentary State Secretary to the Federal Minister for Justice and Consumer Protection"
"Germany","Mr Christian LANGE","Parliamentary State Secretary to the Federal Minister for Justice and Consumer Protection"
"Germany","Mr Christian KASTROP","State Secretary, Federal Ministry of Justice and Consumer Protection"
"Germany","Ms Margaretha SUDHOF","State Secretary, Federal Ministry of Justice and Consumer Protection"
"Germany","Ms Anette KRAMME","Parliamentary State Secretary to the Federal Minister for Labour and Social Affairs"
"Germany","Ms Kerstin GRIESE","Parliamentary State Secretary to the Federal Minister for Labour and Social Affairs"
"Germany","Ms Leonie GEBERS","State Secretary, Federal Ministry of Labour and Social Affairs"
"Germany","Mr Rolf SCHMACHTENBERG","State Secretary, Federal Ministry of Labour and Social Affairs"
"Germany","Mr Björn BÖHNING","State Secretary, Federal Ministry of Labour and Social Affairs"
"Germany","Mr Thomas SILBERHORN","Parliamentary State Secretary to the Federal Minister for Defence"
"Germany","Mr Peter TAUBER","Parliamentary State Secretary to the Federal Minister for Defence"
"Germany","Mr Benedikt ZIMMER","State Secretary, Federal Ministry of Defence"
"Germany","Mr Gerd HOOFE","State Secretary, Federal Ministry of Defence"
"Germany","Mr Uwe FEILER","Parliamentary State Secretary to the Federal Minister for Food and Agriculture"
"Germany","Mr Hans-Joachim FUCHTEL","Parliamentary State Secretary to the Federal Minister for Food and Agriculture"
"Germany","Ms Beate KASCH","State Secretary, Federal Ministry of Food and Agriculture"
"Germany","Ms Caren MARKS","Parliamentary State Secretary to the Federal Minister for Family Affairs, Senior Citizens, Women and Youth"
"Germany","Mr Stefan ZIERKE","Parliamentary State Secretary to the Federal Minister for Family Affairs, Senior Citizens, Women and Youth"
"Germany","Ms Juliane SEIFERT","State Secretary, Federal Ministry of Family Affairs, Senior Citizens, Women and Youth"
"Germany","Ms Sabine WEISS","Parliamentary State Secretary to the Federal Minister for Health"
"Germany","Mr Thomas GEBHART","Parliamentary State Secretary to the Federal Minister for Health"
"Germany","Mr Thomas STEFFEN","State Secretary, Federal Ministry of Health"
"Germany","Mr Steffen BILGER","Parliamentary State Secretary to the Federal Minister for Transport and Digital Infrastructure"
"Germany","Mr Enak FERLEMANN","Parliamentary State Secretary to the Federal Minister for Transport and Digital Infrastructure"
"Germany","Mr Michael GÜNTNER","State Secretary, Federal Ministry of Transport and Digital Infrastructure"
"Germany","Ms Tamara ZIESCHANG","State Secretary, Federal Ministry of Transport and Digital Infrastructure"
"Germany","Ms Rita SCHWARZELÜHR-SUTTER","Parliamentary State Secretary to the Federal Minister for the Environment, Nature Conservation and Nuclear Safety"
"Germany","Mr Florian PRONOLD","Parliamentary State Secretary to the Federal Minister for the Environment, Nature Conservation and Nuclear Safety"
"Germany","Mr Jochen FLASBARTH","State Secretary, Federal Ministry of the Environment, Nature Conservation and Nuclear Safety"
"Germany","Mr Thomas RACHEL","Parliamentary State Secretary to the Federal Minister for Education and Research"
"Germany","Mr Michael MEISTER","Parliamentary State Secretary to the Federal Minister for Education and Research"
"Germany","Mr Christian LUFT","State Secretary, Federal Ministry of Education and Research"
"Germany","Mr Wolf-Dieter LUKAS","State Secretary, Federal Ministry of Education and Research"
"Germany","Ms Maria FLACHSBARTH","Parliamentary State Secretary to the Federal Minister for Economic Cooperation and Development"
"Germany","Mr Norbert BARTHLE","Parliamentary State Secretary to the Federal Minister for Economic Cooperation and Development"
"Germany","Mr Martin JÄGER","State Secretary, Federal Ministry of Economic Cooperation and Development"
"Germany","Mr Steffen SEIBERT","State Secretary, Press and Information Office of the Federal Government"
"Germany","Mr Stephan STEINLEIN","State Secretary, Office of the Federal President"
"Greece","Mr Kyriakos MITSOTAKIS","Prime Minister"
"Greece","Mr Panagiotis PIKRAMMENOS","Deputy Prime Minister"
"Greece","Mr Panagiotis THEODORIKAKOS","Minister for the Interior"
"Greece","Mr Theodoros LIVANIOS","State Secretary for Local Government Affairs and Elections"
"Greece","Mr Theodoros KARAOGLOU","State Secretary for Macedonia and Thrace"
"Greece","Mr Michail CHRYSOCHOIDIS","Minister for Protection of the Citizen"
"Greece","Mr Nikolaos CHARDALIAS","State Secretary for Civil Protection and Crisis Management"
"Greece","Mr Eleftherios ΕCONOMOU","State Secretary for Counter-Crime Policy"
"Greece","Mr Panagiotis MITARACHI","Minister for Immigration and Asylum"
"Greece","Mr Georgios KOUMOUTSAKOS","Deputy Minister for Immigration and Asylum"
"Greece","Mr Spyridon-Adonis GEORGIADIS","Minister for Development and Investment"
"Greece","Mr Nikolaos PAPATHANASSIS","Deputy Minister for Private Sector Investment and Public-Private Partnerships"
"Greece","Mr Ioannis TSAKIRIS","State Secretary for Public Investment and the Partnership Agreement for the Development Framework"
"Greece","Mr Christos DIMAS","State Secretary for Research and Technology"
"Greece","Mr Theocharis THEOCHARIS","Minister for Tourism"
"Greece","Mr Emmanouil KONSOLAS","State Secretary for Tourism"
"Greece","Mr Nikolaos PANAGIOTOPOULOS","Minister for Defence"
"Greece","Mr Alkiviadis STEFANIS","State Secretary for Defence"
"Greece","Ms Niki KERAMEUS","Minister for Education and Religious Affairs"
"Greece","Ms Sofia ZACHARAKI","State Secretary for Primary and Secondary Education and for Special Education"
"Greece","Mr Vassilios DIGALAKIS","State Secretary for Higher Education"
"Greece","Mr Nikolaos-Georgios DENDIAS","Minister for Foreign Affairs"
"Greece","Mr Miltiadis VARVITSIOTIS","Deputy Minister for European Affairs"
"Greece","Mr Konstantinos FRAGOGIANNIS","State Secretary for Economic Diplomacy and Outward-Looking Policies"
"Greece","Mr Konstantinos VLASSIS","State Secretary for Greeks Abroad"
"Greece","Mr Konstantinos TSIARAS","Minister for Justice"
"Greece","Mr Ioannis VROUTSIS","Minister for Labour and Social Affairs"
"Greece","Ms Domna-Maria MICHAILIDOU","State Secretary for Welfare and Social Solidarity"
"Greece","Mr Panagiotis TSAKLOGLOU","State Secretary for Social Security"
"Greece","Mr Vassilios KIKILIAS","Minister for Health"
"Greece","Mr Vassilios KONTOZAMANIS","State Secretary for Health"
"Greece","Ms Zoi RAPTI","State Secretary for Mental Health"
"Greece","Ms Styliani MENDONI","Minister for Culture and Sport"
"Greece","Mr Eleftherios AVGENAKIS","State Secretary for Sport"
"Greece","Mr Christos STAIKOURAS","Minister for Finance"
"Greece","Mr Theodoros SKYLAKAKIS","Deputy Minister for Fiscal Policy"
"Greece","Mr Apostolos VESYROPOULOS","State Secretary for Taxation Policy and Public Assets"
"Greece","Mr Georgios ZAVVOS","State Secretary for the Financial System"
"Greece","Mr Christos TRIANTOPOULOS","General Secretary for Economic Policy"
"Greece","Mr Konstantinos CHATZIDAKIS","Minister for the Environment and Energy"
"Greece","Mr Nikolaos TAGARAS","State Secretary for Environmental Protection"
"Greece","Mr Dimitrios OIKONOMOU","State Secretary for Spatial Planning and the Urban Environment"
"Greece","Mr Konstantinos KARAMANLIS","Minister for Infrastructure and Transport"
"Greece","Mr Ioannis KEFALOGIANNIS","State Secretary for Transport"
"Greece","Mr Ioannis PLAKIOTAKIS","Minister for Maritime Affairs and the Islands"
"Greece","Mr Mavroudis VORIDIS","Minister for Rural Development and Food"
"Greece","Mr Konstantinos SKREKAS","State Secretary for the Common Agricultural Policy"
"Greece","Ms Fotini ARAMPATZI","State Secretary for Fisheries Policy"
"Greece","Mr Konstantinos BAGINETAS","General Secretary for Agricultural Policy and Management of Community Funds"
"Greece","Mr Kyriakos PIERRAKAKIS","Minister for Digital Governance"
"Greece","Mr Georgios GEORGANTAS","State Secretary for Simplification of Procedures"
"Greece","Mr Grigoris ZARIFOPOULOS","State Secretary for Digital Strategy"
"Greece","Mr Georgios GERAPETRITIS","Minister of State"
"Greece","Mr Christos-Georgios SKERTSOS","State Secretary to the Prime Minister with responsibility for Coordination of Government Business"
"Greece","Mr Stylianos PETSAS","State Secretary to the Prime Minister, with responsibility for Communication and Information, and Government Spokesperson"
"Hungary","Mr Viktor ORBÁN","Prime Minister"
"Hungary","Mr Zsolt SEMJÉN","Deputy Prime Minister with responsibility for Nation Policy, the Church and Ethnic Communities"
"Hungary","Mr Sándor PINTÉR","Minister for the Interior and Deputy Prime Minister"
"Hungary","Mr Mihály VARGA","Minister for Finance and Deputy Prime Minister"
"Hungary","Mr Tibor BENKŐ","Minister for Defence"
"Hungary","Mr Gergely GULYÁS","Minister heading the Prime Minister’s Office"
"Hungary","Mr Miklós KÁSLER","Minister for Human Capacities"
"Hungary","Ms Andrea MAGER","Minister without Portfolio responsible for the Administration of National Assets"
"Hungary","Mr István NAGY","Minister for Agriculture"
"Hungary","Ms Katalin NOVÁK","Minister without Portfolio responsible for Family Affairs"
"Hungary","Mr László PALKOVICS","Minister for Innovation and Technology"
"Hungary","Mr Antal ROGÁN","Head of Cabinet of the Prime Minister"
"Hungary","Mr János SÜLI","Minister without Portfolio responsible for the Extension of Paks Nuclear Power Plant"
"Hungary","Mr Péter SZIJJÁRTÓ","Minister for Foreign Affairs and Trade"
"Hungary","Ms Judit VARGA","Minister for Justice"
"Hungary","Mr Attila SZINAY","Minister of State for Administrative Affairs, Ministry of Agriculture"
"Hungary","Mr Sándor FARKAS","Minister of State for Parliamentary Affairs and Deputy Minister, Ministry of Agriculture"
"Hungary","Mr Zsolt FELDMAN","Minister of State for Farming and Rural Development, Ministry of Agriculture"
"Hungary","Mr Péter ZAMBÓ","Minister of State for Forests and Land, Ministry of Agriculture"
"Hungary","Mr András RÁCZ","Minister of State for Environmental Affairs, Ministry of Agriculture"
"Hungary","Mr Norbert ERDŐS","Minister of State for Food Chain Supervision, Ministry of Agriculture"
"Hungary","Mr Károly KONTRÁT","Minister of State for Parliamentary Affairs and Deputy Minister, Ministry of the Interior"
"Hungary","Mr László FELKAI","Minister of State for Administrative Affairs, Ministry of the Interior"
"Hungary","Mr Károly PAPP","Minister of State for Internal Security, Ministry of the Interior"
"Hungary","Mr Tibor POGÁCSÁS","Minister of State for Municipal Affairs, Ministry of the Interior"
"Hungary","Mr Csaba János LATORCAI","Minister of State for Administrative Affairs, Ministry of Human Capacities"
"Hungary","Mr Bence RÉTVÁRI","Minister of State for Parliamentary Affairs and Deputy Minister, Ministry of Human Capacities"
"Hungary","Mr Péter FEKETE","Minister of State for Culture, Ministry of Human Capacities"
"Hungary","Mr Attila FÜLÖP","Minister of State for Social Affairs, Ministry of Human Capacities"
"Hungary","Ms Ildikó HORVÁTH","Minister of State for Healthcare, Ministry of Human Capacities"
"Hungary","Mr Zoltán LŐRINCZI","Minister of State for International Affairs, Ministry of Human Capacities"
"Hungary","Mr Zoltán MARUZSA","Minister of State for Education, Ministry of Human Capacities"
"Hungary","Ms Tünde SZABÓ","Minister of State for Sport, Ministry of Human Capacities"
"Hungary","Ms Eszter VITÁLYOS","Minister of State for European Union Development Policy, Ministry of Human Capacities"
"Hungary","Mr Árpád VIDOVEN","Minister of State for Administrative Affairs, Ministry of Defence"
"Hungary","Mr Szilárd István NÉMETH","Minister of State for Parliamentary Affairs and Deputy Minister, Ministry of Defence"
"Hungary","Mr István SZABÓ","Minister of State for Defence, Ministry of Defence"
"Hungary","Ms Anikó RAISZ","Minister of State for Administrative Affairs, Ministry of Justice"
"Hungary","Mr Pál VÖLNER","Minister of State for Parliamentary Affairs and Deputy Minister, Ministry of Justice"
"Hungary","Mr János BÓKA","Minister of State for European Union and International Judicial Cooperation, Ministry of Justice"
"Hungary","Mr Attila STEINER","Minister of State for European Union Affairs, Ministry of Justice"
"Hungary","Mr Barnabás HAJAS","Minister of State for Judicial Relations, Ministry of Justice"
"Hungary","Mr Balázs GAZSÓ","Minister of State for Administrative Affairs, Ministry of Innovation and Technology"
"Hungary","Mr Tamás SCHANDA","Minister of State for Parliamentary and Strategic Affairs and Deputy Minister, Ministry of Innovation and Technology"
"Hungary","Mr Szabolcs ÁGOSTHÁZY","Minister of State for European Union-funded Developments, Ministry of Innovation and Technology"
"Hungary","Mr József BÓDIS","Minister of State for Higher Education, Vocational Training and Innovation, Ministry of Innovation and Technology"
"Hungary","Mr Sándor BODÓ","Minister of State for Employment Policy, Ministry of Innovation and Technology"
"Hungary","Ms Anita BOROS","Minister of State for Construction, Infrastructure and Sustainability, Ministry of Innovation and Technology"
"Hungary","Mr Péter CSERESNYÉS","Minister of State for Trade Policy and Consumer Protection, Ministry of Innovation and Technology"
"Hungary","Mr László GYÖRGY","Minister of State for Economic Strategy and Regulation, Ministry of Innovation and Technology"
"Hungary","Mr Péter KADERJÁK","Minister of State for Energy and Climate Policy, Ministry of Innovation and Technology"
"Hungary","Mr László MOSÓCZI","Minister of State for Transport Policy, Ministry of Innovation and Technology"
"Hungary","Mr Csaba BALOGH","Minister of State for Administrative Affairs, Ministry of Foreign Affairs and Trade"
"Hungary","Mr Levente MAGYAR","Minister of State for Parliamentary Affairs and Deputy Minister, Ministry of Foreign Affairs and Trade"
"Hungary","Mr Tamás MENCZER","Minister of State for Communication and Hungary’s International Profile, Ministry of Foreign Affairs and Trade"
"Hungary","Ms Orsolya PACSAY-TOMASSICH","Minister of State for the Hungarian Diplomatic Academy and Stipendium Hungaricum Programme, Ministry of Foreign Affairs and Trade"
"Hungary","Mr Péter SZTÁRAY","Minister of State for Security Policy, Ministry of Foreign Affairs and Trade"
"Hungary","Mr Tamás VARGHA","Minister of State for Civil Intelligence, Ministry of Foreign Affairs and Trade"
"Hungary","Mr Márk Ádám JANÓ","Minister of State for Administrative Affairs, Prime Minister’s Office"
"Hungary","Mr Balázs ORBÁN","Minister of State for Parliamentary and Strategic Affairs and Deputy Minister, Prime Minister’s Office"
"Hungary","Mr Tristan AZBEJ","Minister of State for Support for Persecuted Christians and for the Implementation of the Hungary Helps programme, Prime Minister’s Office"
"Hungary","Mr Csaba Attila BECSKEHÁZI","Minister of State for Infrastructure Development, Innovation and Localisation in relation to the Maintenance of Capacity at Paks Nuclear Power Plant, Prime Minister’s Office"
"Hungary","Mr Balázs FÜRJES","Minister of State for Budapest and the Development of the Capital’s Metropolitan Area, Prime Minister’s Office"
"Hungary","Mr István GYÖRGY","Minister of State for Territorial Administration, Prime Minister’s Office"
"Hungary","Mr Pál KOVÁCS","Minister of State for the Maintenance of Capacity at Paks Nuclear Power Plant, Prime Minister’s Office"
"Hungary","Mr Árpád János POTÁPI","Minister of State for Nation Policy, Prime Minister’s Office"
"Hungary","Mr Miklós SOLTÉSZ","Minister of State for Relations with the Church and Ethnic Communities, Prime Minister’s Office"
"Hungary","Mr Róbert ZSIGÓ","Minister of State for Parliamentary Affairs responsible for Family Affairs, Prime Minister’s Office"
"Hungary","Mr Gergely EKLER","Minister of State for Strategy and Coordination, Prime Minister’s Office"
"Hungary","Mr Csaba DÖMÖTÖR","Minister of State for Parliamentary Affairs and Deputy Minister, Cabinet Office of the Prime Minister"
"Hungary","Mr Zoltán KOVÁCS","Minister of State for International Communications and Relations, Cabinet Office of the Prime Minister"
"Hungary","Mr János NAGY","Minister of State heading the Programme Office of the Prime Minister, Cabinet Office of the Prime Minister"
"Hungary","Mr Bence TUZSON","Minister of State for Governmental Affairs, Cabinet Office of the Prime Minister"
"Hungary","Ms Krisztina RÉDEY","Minister of State for Administrative Affairs, Cabinet Office of the Prime Minister"
"Hungary","Mr Marcell BIRÓ","Minister of State for Administrative Affairs, Government Office of the Prime Minister"
"Hungary","Mr János FÓNAGY","Minister of State for Parliamentary Affairs in relation to National Assets, Government Office of the Prime Minister"
"Hungary","Ms Edit JUHÁSZ","Minister of State for National Financial Services and Public Utilities, Government Office of the Prime Minister"
"Hungary","Mr Roland JUHÁSZ","Minister of State for State Asset Management, Government Office of the Prime Minister"
"Hungary","Mr József KOVÁCS","Minister of State for National Information, Government Office of the Prime Minister"
"Hungary","Ms Judit GONDOS","Minister of State for Administrative Affairs, Ministry of Finance"
"Hungary","Mr András TÁLLAI","Minister of State for Parliamentary Affairs and Deputy Minister, Ministry of Finance"
"Hungary","Mr Péter Benő BANAI","Minister of State for Public Finances, Ministry of Finance"
"Hungary","Mr Gábor GION","Minister of State for Financial Affairs, Ministry of Finance"
"Hungary","Mr Norbert IZER","Minister of State for Taxation, Ministry of Finance"
"Hungary","Mr Balázs RÁKOSSY","Minister of State for the Utilisation of European Union Funding, Ministry of Finance"
"Hungary","Mr László SORS","Minister of State for the Management of the National Tax and Customs Administration, Ministry of Finance"
"Ireland","Mr Micheál MARTIN","Taoiseach"
"Ireland","Mr Leo VARADKAR","Tánaiste and Minister for Enterprise, Trade and Employment"
"Ireland","Mr Eamon RYAN","Minister for Transport and Minister for the Environment, Climate and Communications"
"Ireland","Mr Paschal DONOHOE","Minister for Finance"
"Ireland","Mr Michael MCGRATH","Minister for Public Expenditure and Reform"
"Ireland","Mr Simon COVENEY","Minister for Foreign Affairs and Defence"
"Ireland","Ms Norma FOLEY","Minister for Education"
"Ireland","Mr Roderic O’GORMAN","Minister for Children, Disability, Equality and Integration"
"Ireland","Mr Charlie MCCONALOGUE","Minister for Agriculture and the Marine"
"Ireland","Ms Helen MCENTEE","Minister for Justice"
"Ireland","Ms Heather HUMPHREYS","Minister for Social Protection, Community and Rural Development and the Islands"
"Ireland","Mr Darragh O’BRIEN","Minister for Housing, Local Government and Heritage"
"Ireland","Ms Catherine MARTIN","Minister for Media, Tourism, Arts, Culture, Sport and the Gaeltacht"
"Ireland","Mr Stephen DONNELLY","Minister for Health"
"Ireland","Mr Simon HARRIS","Minister for Further and Higher Education, Research, Innovation and Science"
"Ireland","Ms Hildegarde NAUGHTON","Minister of State for the Department of Climate Action, Communications Networks and Transport, with responsibility for International and Road Transport and Logistics"
"Ireland","Mr Jack CHAMBERS","Minister of State for the Department of the Taoiseach as Government Chief Whip and for the Department of Media, Tourism, Arts, Culture, Sport and the Gaeltacht, with responsibility for Sport and the Gaeltacht"
"Ireland","Mr Thomas BYRNE","Minister of State for the Department of the Taoiseach and the Department of Foreign Affairs and Defence, with responsibility for EU Affairs"
"Ireland","Ms Colm BROPHY","Minister of State for the Department of Foreign Affairs and Defence, with responsibility for Overseas Development Aid and Diaspora"
"Ireland","Ms Pippa HACKETT","Minister of State for the Department of Agriculture and the Marine, with responsibility for Land Use and Biodiversity"
"Ireland","Mr Martin HEYDON","Minister of State for the Department of Agriculture and the Marine, with responsibility for Research and Development, Farm Safety and New Market Development"
"Ireland","Mr James BROWNE","Minister of State for the Department of Justice, with responsibility for Law Reform"
"Ireland","Mr Patrick O’DONOVAN","Minister of State for the Department of Public Expenditure and Reform, with responsibility for the Office of Public Works (OPW)"
"Ireland","Mr Ossian SMYTH","Minister of State for the Department of Public Expenditure and Reform, with responsibility for Public Procurement and eGovernment"
"Ireland","Ms Josepha MADIGAN","Minister of State for the Department of Education, with responsibility for Special Education and Inclusion"
"Ireland","Mr Joe O’BRIEN","Minister of State for the Department of Social Protection, Community and Rural Development and the Islands, with responsibility for Community Development and Charities"
"Ireland","Mr Peter BURKE","Minister of State for the Department of Housing, Local Government and Heritage, with responsibility for Local Government and Planning"
"Ireland","Mr Malcolm NOONAN","Minister of State for the Department of Housing, Local Government and Heritage, with responsibility for Heritage and Electoral Reform"
"Ireland","Mr Robert TROY","Minister of State for the Department of Enterprise, Trade and Employment, with responsibility for Trade Promotion, Digital and Company Regulation"
"Ireland","Mr Damien ENGLISH","Minister of State for the Department of Enterprise, Trade and Employment, with responsibility for Business, Employment and Retail"
"Ireland","Mr Sean FLEMING","Minister of State for the Department of Public Expenditure and Reform, with responsibility for Financial Services, Credit Unions and Insurance"
"Ireland","Mr Niall COLLINS","Minister of State for the Department of Further and Higher Education, Research, Innovation and Science, with responsibility for Skills and Further Education"
"Ireland","Ms Mary BUTLER","Minister of State for the Department of Health, with responsibility for Mental Health and Older People"
