cntry;name_minister;portfolio;party;party_fullname;party_abbr;party_nameen;orientation;ep_affiliation;eu_stance
AUT;Sebastian Kurz;Chancellor of Austria[a];ÖVP;Österreichische Volkspartei;ÖVP;Austrian People’s Party;Centre-right;EPP;"Somewhat in favour of EU integration;"
AUT;Werner Kogler;Vice-Chancellor of AustriaMinister for Arts, Culture, the Civil Service and Sport;Greens;Die Grünen – Die Grüne Alternative;GRÜNE;The Greens – The Green Alternative;Green;Greens/EFA;"Strongly in favour of EU integration;"
AUT;Karoline Edtstadler;Chancellery minister for the EU and Constitution;ÖVP;Österreichische Volkspartei;ÖVP;Austrian People’s Party;Centre-right;EPP;"Somewhat in favour of EU integration;"
AUT;Susanne Raab;Chancellery minister for Women and Integration;ÖVP;Österreichische Volkspartei;ÖVP;Austrian People’s Party;Centre-right;EPP;"Somewhat in favour of EU integration;"
AUT;Karl Nehammer;Minister of the Interior;ÖVP;Österreichische Volkspartei;ÖVP;Austrian People’s Party;Centre-right;EPP;"Somewhat in favour of EU integration;"
AUT;Alexander Schallenberg;Minister for European and International Affairs;ÖVP;Österreichische Volkspartei;ÖVP;Austrian People’s Party;Centre-right;EPP;"Somewhat in favour of EU integration;"
AUT;Alma Zadić;Minister of Justice;Greens;Die Grünen – Die Grüne Alternative;GRÜNE;The Greens – The Green Alternative;Green;Greens/EFA;"Strongly in favour of EU integration;"
AUT;Rudolf Anschober;Minister of Social Affairs, Health, Care, and Consumer Protection;Greens;Die Grünen – Die Grüne Alternative;GRÜNE;The Greens – The Green Alternative;Green;Greens/EFA;"Strongly in favour of EU integration;"
AUT;Wolfgang Mückstein;Minister of Social Affairs, Health, Care, and Consumer Protection;Greens;Die Grünen – Die Grüne Alternative;GRÜNE;The Greens – The Green Alternative;Green;Greens/EFA;"Strongly in favour of EU integration;"
AUT;Christine Aschbacher;Minister of Labour, Family and Youth;ÖVP;Österreichische Volkspartei;ÖVP;Austrian People’s Party;Centre-right;EPP;"Somewhat in favour of EU integration;"
AUT;Martin Kocher;Minister of Labour, Family and Youth;ÖVP;Österreichische Volkspartei;ÖVP;Austrian People’s Party;Centre-right;EPP;"Somewhat in favour of EU integration;"
AUT;Klaudia Tanner;Minister of Defence;ÖVP;Österreichische Volkspartei;ÖVP;Austrian People’s Party;Centre-right;EPP;"Somewhat in favour of EU integration;"
AUT;Heinz Faßmann;Minister of Education, Science, and Research;Independent(ÖVP nominated);NI;NI;NI;NI;NI;NI
AUT;Leonore Gewessler;Minister of Climate Action, Environment, Energy, Mobility, Innovation and Technology[b];Greens;Die Grünen – Die Grüne Alternative;GRÜNE;The Greens – The Green Alternative;Green;Greens/EFA;"Strongly in favour of EU integration;"
AUT;Elisabeth Köstinger;Minister of Agriculture, Regions, and Tourism;ÖVP;Österreichische Volkspartei;ÖVP;Austrian People’s Party;Centre-right;EPP;"Somewhat in favour of EU integration;"
AUT;Margarete Schramböck;Minister of Digital and Economic Affairs;ÖVP;Österreichische Volkspartei;ÖVP;Austrian People’s Party;Centre-right;EPP;"Somewhat in favour of EU integration;"
AUT;Gernot Blümel;Minister of Finance;ÖVP;Österreichische Volkspartei;ÖVP;Austrian People’s Party;Centre-right;EPP;"Somewhat in favour of EU integration;"
AUT;Magnus Brunner;State secretary in the Ministry for Climate Action, Environment, Energy, Mobility, Innovation and Technology[b];ÖVP;Österreichische Volkspartei;ÖVP;Austrian People’s Party;Centre-right;EPP;"Somewhat in favour of EU integration;"
AUT;Ulrike Lunacek;State secretary in the Ministry for Arts, Culture, the Civil Service and Sport;Greens;Die Grünen – Die Grüne Alternative;GRÜNE;The Greens – The Green Alternative;Green;Greens/EFA;"Strongly in favour of EU integration;"
AUT;Andrea Mayer;State secretary in the Ministry for Arts, Culture, the Civil Service and Sport;Independent(Greens nominated);NI;NI;NI;NI;NI;NI
AUT;Alexander Schallenberg;Chancellor of Austria[a];ÖVP;Österreichische Volkspartei;ÖVP;Austrian People’s Party;Centre-right;EPP;"Somewhat in favour of EU integration;"
AUT;Werner Kogler;Vice-Chancellor of AustriaMinister for Arts, Culture, the Civil Service and Sport;Greens;Die Grünen – Die Grüne Alternative;GRÜNE;The Greens – The Green Alternative;Green;Greens/EFA;"Strongly in favour of EU integration;"
AUT;Susanne Raab;Chancellery minister for Women and Integration;ÖVP;Österreichische Volkspartei;ÖVP;Austrian People’s Party;Centre-right;EPP;"Somewhat in favour of EU integration;"
AUT;Susanne Raab;Minister for Women, Family, Youth and Integration;ÖVP;Österreichische Volkspartei;ÖVP;Austrian People’s Party;Centre-right;EPP;"Somewhat in favour of EU integration;"
AUT;Karoline Edtstadler;Chancellery minister for the EU and Constitution;ÖVP;Österreichische Volkspartei;ÖVP;Austrian People’s Party;Centre-right;EPP;"Somewhat in favour of EU integration;"
AUT;Gernot Blümel;Minister of Finance;ÖVP;Österreichische Volkspartei;ÖVP;Austrian People’s Party;Centre-right;EPP;"Somewhat in favour of EU integration;"
AUT;Heinz Faßmann;Minister of Education, Science, and Research;Independent(ÖVP nominated);NI;NI;NI;NI;NI;NI
AUT;Leonore Gewessler;Minister of Climate Action, Environment, Energy, Mobility, Innovation and Technology[b];Greens;Die Grünen – Die Grüne Alternative;GRÜNE;The Greens – The Green Alternative;Green;Greens/EFA;"Strongly in favour of EU integration;"
AUT;Martin Kocher;Minister of Labour;ÖVP;Österreichische Volkspartei;ÖVP;Austrian People’s Party;Centre-right;EPP;"Somewhat in favour of EU integration;"
AUT;Elisabeth Köstinger;Minister of Agriculture, Regions, and Tourism;ÖVP;Österreichische Volkspartei;ÖVP;Austrian People’s Party;Centre-right;EPP;"Somewhat in favour of EU integration;"
AUT;Michael Linhart;Minister for European and International Affairs;ÖVP;Österreichische Volkspartei;ÖVP;Austrian People’s Party;Centre-right;EPP;"Somewhat in favour of EU integration;"
AUT;Wolfgang Mückstein;Minister of Social Affairs, Health, Care, and Consumer Protection;Greens;Die Grünen – Die Grüne Alternative;GRÜNE;The Greens – The Green Alternative;Green;Greens/EFA;"Strongly in favour of EU integration;"
AUT;Karl Nehammer;Minister of the Interior;ÖVP;Österreichische Volkspartei;ÖVP;Austrian People’s Party;Centre-right;EPP;"Somewhat in favour of EU integration;"
AUT;Margarete Schramböck;Minister of Digital and Economic Affairs;ÖVP;Österreichische Volkspartei;ÖVP;Austrian People’s Party;Centre-right;EPP;"Somewhat in favour of EU integration;"
AUT;Klaudia Tanner;Minister of Defence;ÖVP;Österreichische Volkspartei;ÖVP;Austrian People’s Party;Centre-right;EPP;"Somewhat in favour of EU integration;"
AUT;Alma Zadić;Minister of Justice;Greens;Die Grünen – Die Grüne Alternative;GRÜNE;The Greens – The Green Alternative;Green;Greens/EFA;"Strongly in favour of EU integration;"
AUT;Magnus Brunner;State secretary in the Ministry for Climate Action, Environment, Energy, Mobility, Innovation and Technology[b];ÖVP;Österreichische Volkspartei;ÖVP;Austrian People’s Party;Centre-right;EPP;"Somewhat in favour of EU integration;"
AUT;Andrea Mayer;State secretary in the Ministry for Arts, Culture, the Civil Service and Sport;Independent(Greens nominated);NI;NI;NI;NI;NI;NI
AUT;Karl Nehammer;Chancellor of Austria[a];ÖVP;Österreichische Volkspartei;ÖVP;Austrian People’s Party;Centre-right;EPP;"Somewhat in favour of EU integration;"
AUT;Werner Kogler;Vice-Chancellor of AustriaMinister for Arts, Culture, the Civil Service and Sport;Greens;Die Grünen – Die Grüne Alternative;GRÜNE;The Greens – The Green Alternative;Green;Greens/EFA;"Strongly in favour of EU integration;"
AUT;Susanne Raab;Chancellery minister for Women and Integration;ÖVP;Österreichische Volkspartei;ÖVP;Austrian People’s Party;Centre-right;EPP;"Somewhat in favour of EU integration;"
AUT;Susanne Raab;Minister for Women, Family, Youth and Integration;ÖVP;Österreichische Volkspartei;ÖVP;Austrian People’s Party;Centre-right;EPP;"Somewhat in favour of EU integration;"
AUT;Karoline Edtstadler;Chancellery minister for the EU and Constitution;ÖVP;Österreichische Volkspartei;ÖVP;Austrian People’s Party;Centre-right;EPP;"Somewhat in favour of EU integration;"
AUT;Magnus Brunner;Minister of Finance;ÖVP;Österreichische Volkspartei;ÖVP;Austrian People’s Party;Centre-right;EPP;"Somewhat in favour of EU integration;"
AUT;Martin Polaschek;Minister of Education, Science, and Research;Independent(ÖVP nominated);NI;NI;NI;NI;NI;NI
AUT;Leonore Gewessler;Minister of Climate Action, Environment, Energy, Mobility, Innovation and Technology[b];Greens;Die Grünen – Die Grüne Alternative;GRÜNE;The Greens – The Green Alternative;Green;Greens/EFA;"Strongly in favour of EU integration;"
AUT;Martin Kocher;Minister of Labour;ÖVP;Österreichische Volkspartei;ÖVP;Austrian People’s Party;Centre-right;EPP;"Somewhat in favour of EU integration;"
AUT;Elisabeth Köstinger;Minister of Agriculture, Regions, and Tourism;ÖVP;Österreichische Volkspartei;ÖVP;Austrian People’s Party;Centre-right;EPP;"Somewhat in favour of EU integration;"
AUT;Alexander Schallenberg;Minister for European and International Affairs;ÖVP;Österreichische Volkspartei;ÖVP;Austrian People’s Party;Centre-right;EPP;"Somewhat in favour of EU integration;"
AUT;Wolfgang Mückstein;Minister of Social Affairs, Health, Care, and Consumer Protection;Greens;Die Grünen – Die Grüne Alternative;GRÜNE;The Greens – The Green Alternative;Green;Greens/EFA;"Strongly in favour of EU integration;"
AUT;Gerhard Karner;Minister of the Interior;ÖVP;Österreichische Volkspartei;ÖVP;Austrian People’s Party;Centre-right;EPP;"Somewhat in favour of EU integration;"
AUT;Margarete Schramböck;Minister of Digital and Economic Affairs;ÖVP;Österreichische Volkspartei;ÖVP;Austrian People’s Party;Centre-right;EPP;"Somewhat in favour of EU integration;"
AUT;Klaudia Tanner;Minister of Defence;ÖVP;Österreichische Volkspartei;ÖVP;Austrian People’s Party;Centre-right;EPP;"Somewhat in favour of EU integration;"
AUT;Alma Zadić;Minister of Justice;Greens;Die Grünen – Die Grüne Alternative;GRÜNE;The Greens – The Green Alternative;Green;Greens/EFA;"Strongly in favour of EU integration;"
AUT;Claudia Plakolm;State secretary in the Chancellery for Youth and Generations;ÖVP;Österreichische Volkspartei;ÖVP;Austrian People’s Party;Centre-right;EPP;"Somewhat in favour of EU integration;"
AUT;Andrea Mayer;State secretary in the Ministry for Arts, Culture, the Civil Service and Sport;Independent(Greens nominated);NI;NI;NI;NI;NI;NI
BEL;Alexander De Croo;Prime Minister;Open Vld;Open Vlaamse Liberalen en Democraten;Open VLD;Open Flemish Liberals and Democrats;Liberal;RE;"Strongly in favour of EU integration;"
BEL;Pierre-Yves Dermagne;Minister of Economy and Employment;Parti Socialiste;Parti Socialiste;PS;Socialist Party;Centre-left;S&D;"In favour of EU integration;"
BEL;Sophie Wilmès (deputised by David Clarinval);Minister of Foreign Affairs, European Affairs, Foreign Trade and Federal Cultural Institutions;Mouvement Réformateur;Mouvement Réformateur;MR;Reformist Movement;Liberal;RE;"Strongly in favour of EU integration;"
BEL;Georges Gilkinet;Minister of Mobility;Ecolo;Écologistes Confédérés Pour l’Organisation de Luttes Originales;Ecolo;Ecolo;Green politics;Greens/EFA;"Strongly in favour of EU integration;"
BEL;Vincent Van Peteghem;Minister of Finance, in charge of the Coordination of the Fight against Fraud;CD&V;Christen-Democratisch en Vlaams;CD&V;Christian Democratic and Flemish;Centre-right;EPP;"Strongly in favour of EU integration;"
BEL;Frank Vandenbroucke;Minister of Social Affairs and Public Health;Vooruit;Vooruit;Vooruit;Forward;Centre-left;S&D;"In favour of EU integration;"
BEL;Petra De Sutter;Minister of Civil Service, Public Enterprises, Telecommunication and Postal Services;Groen;Groen;Groen;Green;Green politics;Greens/EFA;"Strongly in favour of EU integration;"
BEL;Vincent Van Quickenborne;Minister of Justice and the North Sea;Open Vld;Open Vlaamse Liberalen en Democraten;Open VLD;Open Flemish Liberals and Democrats;Liberal;RE;"Strongly in favour of EU integration;"
BEL;David Clarinval;Minister of the Small Businesses, Self-Employed, SMEs and Agriculture,  Institutional Reforms and Democratic Renewal;Mouvement Réformateur;Mouvement Réformateur;MR;Reformist Movement;Liberal;RE;"Strongly in favour of EU integration;"
BEL;Karine Lalieux;Minister of Pensions and Social Integration, in charge of Persons with Disabilities, Combating Poverty and Beliris;Parti Socialiste;Parti Socialiste;PS;Socialist Party;Centre-left;S&D;"In favour of EU integration;"
BEL;Ludivine Dedonder;Minister of Defence;Parti Socialiste;Parti Socialiste;PS;Socialist Party;Centre-left;S&D;"In favour of EU integration;"
BEL;Zakia Khattabi;Minister of Climate, Environment, Sustainable Development and Green Deal;Ecolo;Écologistes Confédérés Pour l’Organisation de Luttes Originales;Ecolo;Ecolo;Green politics;Greens/EFA;"Strongly in favour of EU integration;"
BEL;Annelies Verlinden;Minister of the Interior, Institutional Reforms and Democratic Renewal;CD&V;Christen-Democratisch en Vlaams;CD&V;Christian Democratic and Flemish;Centre-right;EPP;"Strongly in favour of EU integration;"
BEL;Meryame Kitir;Minister of Development Cooperation and Urban Policy;Vooruit;Vooruit;Vooruit;Forward;Centre-left;S&D;"In favour of EU integration;"
BEL;Tinne Van der Straeten;Minister of Energy;Groen;Groen;Groen;Green;Green politics;Greens/EFA;"Strongly in favour of EU integration;"
BEL;Thomas Dermine;Secretary of State for Recovery and Strategic Investments, in charge of Science PolicyDeputy to the Minister of the Economy and Employment;Parti Socialiste;Parti Socialiste;PS;Socialist Party;Centre-left;S&D;"In favour of EU integration;"
BEL;Mathieu Michel (politician);Secretary of State for Digitization, in charge of Administrative Simplification, Privacy and Buildings AdministrationDeputy to the Prime Minister;Mouvement Réformateur;Mouvement Réformateur;MR;Reformist Movement;Liberal;RE;"Strongly in favour of EU integration;"
BEL;Sarah Schlitz;Secretary of State for Gender Equality, Equal Opportunities and DiversityDeputy to the Minister of Mobility;Ecolo;Écologistes Confédérés Pour l’Organisation de Luttes Originales;Ecolo;Ecolo;Green politics;Greens/EFA;"Strongly in favour of EU integration;"
BEL;Sammy Mahdi;Secretary of State for Asylum and Migration, in charge of the National LotteryDeputy to the Minister of the Interior, Institutional Reforms and Democratic Renewal;CD&V;Christen-Democratisch en Vlaams;CD&V;Christian Democratic and Flemish;Centre-right;EPP;"Strongly in favour of EU integration;"
BEL;Eva De Bleeker;Secretary of State for Budget and Consumer ProtectionDeputy to the Minister of Justice and the North Sea;Open Vld;Open Vlaamse Liberalen en Democraten;Open VLD;Open Flemish Liberals and Democrats;Liberal;RE;"Strongly in favour of EU integration;"
BEL;Sophie Wilmès;Prime Minister;Mouvement Réformateur;Mouvement Réformateur;MR;Reformist Movement;Liberal;RE;"Strongly in favour of EU integration;"
BEL;Koen Geens;Minister of Justice and Director of Buildings;CD&V;Christen-Democratisch en Vlaams;CD&V;Christian Democratic and Flemish;Centre-right;EPP;"Strongly in favour of EU integration;"
BEL;David Clarinval;Minister of Budget, Civil Service, National Lottery and Scientific Policy;Mouvement Réformateur;Mouvement Réformateur;MR;Reformist Movement;Liberal;RE;"Strongly in favour of EU integration;"
BEL;Alexander De Croo;Minister of Development Cooperation, Finance and fighting Fiscal Fraud;Open Vld;Open Vlaamse Liberalen en Democraten;Open VLD;Open Flemish Liberals and Democrats;Liberal;RE;"Strongly in favour of EU integration;"
BEL;Philippe De Backer;Minister of Administrative Simplification, Digital Agenda, Postal Services and Telecom;Open Vld;Open Vlaamse Liberalen en Democraten;Open VLD;Open Flemish Liberals and Democrats;Liberal;RE;"Strongly in favour of EU integration;"
BEL;Pieter De Crem;Minister of the Interior and Safety;CD&V;Christen-Democratisch en Vlaams;CD&V;Christian Democratic and Flemish;Centre-right;EPP;"Strongly in favour of EU integration;"
BEL;Maggie De Block;Minister of Asylum, Migration, Health and Social Affairs;Open Vld;Open Vlaamse Liberalen en Democraten;Open VLD;Open Flemish Liberals and Democrats;Liberal;RE;"Strongly in favour of EU integration;"
BEL;Nathalie Muylle;Minister of Consumer Affairs, Disabled Persons, Economy,Employment, Equal Rights and Fighting Poverty;CD&V;Christen-Democratisch en Vlaams;CD&V;Christian Democratic and Flemish;Centre-right;EPP;"Strongly in favour of EU integration;"
BEL;Denis Ducarme;Minister of the Middle Class, SMEs, Self-employed,Agriculture, Social Integration and Urban Policy;Mouvement Réformateur;Mouvement Réformateur;MR;Reformist Movement;Liberal;RE;"Strongly in favour of EU integration;"
BEL;Daniel Bacquelaine;Minister of Pensions;Mouvement Réformateur;Mouvement Réformateur;MR;Reformist Movement;Liberal;RE;"Strongly in favour of EU integration;"
BEL;François Bellot;Minister of Mobility and the National Railway Company;Mouvement Réformateur;Mouvement Réformateur;MR;Reformist Movement;Liberal;RE;"Strongly in favour of EU integration;"
BEL;Philippe Goffin;Minister of Foreign Affairs, Defence and European Affairs;Mouvement Réformateur;Mouvement Réformateur;MR;Reformist Movement;Liberal;RE;"Strongly in favour of EU integration;"
BEL;Marie-Christine Marghem;Minister of Energy, Environment and Sustainable Development;Mouvement Réformateur;Mouvement Réformateur;MR;Reformist Movement;Liberal;RE;"Strongly in favour of EU integration;"
BEL;Sophie Wilmès;Prime Minister;Mouvement Réformateur;Mouvement Réformateur;MR;Reformist Movement;Liberal;RE;"Strongly in favour of EU integration;"
BEL;Koen Geens;Minister of Justice and Director of Buildings;CD&V;Christen-Democratisch en Vlaams;CD&V;Christian Democratic and Flemish;Centre-right;EPP;"Strongly in favour of EU integration;"
BEL;Didier Reynders;Minister of Foreign Affairs, Defence, Beliris and European Affairs;Mouvement Réformateur;Mouvement Réformateur;MR;Reformist Movement;Liberal;RE;"Strongly in favour of EU integration;"
BEL;David Clarinval;Minister of Budget, Civil Service, National Lottery and Scientific Policy;Mouvement Réformateur;Mouvement Réformateur;MR;Reformist Movement;Liberal;RE;"Strongly in favour of EU integration;"
BEL;Alexander De Croo;Minister of Development Cooperation, Finance and fighting Fiscal Fraud;Open Vld;Open Vlaamse Liberalen en Democraten;Open VLD;Open Flemish Liberals and Democrats;Liberal;RE;"Strongly in favour of EU integration;"
BEL;Philippe De Backer;Minister of Administrative Simplification, Digital Agenda, Postal Services and Telecom;Open Vld;Open Vlaamse Liberalen en Democraten;Open VLD;Open Flemish Liberals and Democrats;Liberal;RE;"Strongly in favour of EU integration;"
BEL;Pieter De Crem;Minister of the Interior and Safety;CD&V;Christen-Democratisch en Vlaams;CD&V;Christian Democratic and Flemish;Centre-right;EPP;"Strongly in favour of EU integration;"
BEL;Maggie De Block;Minister of Asylum, Migration, Health and Social Affairs;Open Vld;Open Vlaamse Liberalen en Democraten;Open VLD;Open Flemish Liberals and Democrats;Liberal;RE;"Strongly in favour of EU integration;"
BEL;Nathalie Muylle;Minister of Consumer Affairs, Disabled Persons, Economy,Employment, Equal Rights and Fighting Poverty;CD&V;Christen-Democratisch en Vlaams;CD&V;Christian Democratic and Flemish;Centre-right;EPP;"Strongly in favour of EU integration;"
BEL;Denis Ducarme;Minister of the Middle Class, SMEs, Self-employed,Agriculture, Social Integration and Urban Policy;Mouvement Réformateur;Mouvement Réformateur;MR;Reformist Movement;Liberal;RE;"Strongly in favour of EU integration;"
BEL;David Clarinval;Minister of Budget, Civil Service, National Lottery and Scientific Policy;Mouvement Réformateur;Mouvement Réformateur;MR;Reformist Movement;Liberal;RE;"Strongly in favour of EU integration;"
BEL;Daniel Bacquelaine;Minister of Pensions;Mouvement Réformateur;Mouvement Réformateur;MR;Reformist Movement;Liberal;RE;"Strongly in favour of EU integration;"
BEL;François Bellot;Minister of Mobility and the National Railway Company;Mouvement Réformateur;Mouvement Réformateur;MR;Reformist Movement;Liberal;RE;"Strongly in favour of EU integration;"
BEL;Philippe Goffin;Minister of Foreign Affairs, Defence and European Affairs;Mouvement Réformateur;Mouvement Réformateur;MR;Reformist Movement;Liberal;RE;"Strongly in favour of EU integration;"
BEL;Marie-Christine Marghem;Minister of Energy, Environment and Sustainable Development;Mouvement Réformateur;Mouvement Réformateur;MR;Reformist Movement;Liberal;RE;"Strongly in favour of EU integration;"
BEL;Charles Michel;Prime Minister;Mouvement Réformateur;Mouvement Réformateur;MR;Reformist Movement;Liberal;RE;"Strongly in favour of EU integration;"
BEL;Kris Peeters;Minister of Consumer Affairs, Disabled Persons, Economy,Employment, Equal Rights and Fighting Poverty;CD&V;Christen-Democratisch en Vlaams;CD&V;Christian Democratic and Flemish;Centre-right;EPP;"Strongly in favour of EU integration;"
BEL;Koen Geens;Minister of Justice and Director of Buildings;CD&V;Christen-Democratisch en Vlaams;CD&V;Christian Democratic and Flemish;Centre-right;EPP;"Strongly in favour of EU integration;"
BEL;Didier Reynders;Minister of Foreign Affairs, Defence, Beliris and European Affairs;Mouvement Réformateur;Mouvement Réformateur;MR;Reformist Movement;Liberal;RE;"Strongly in favour of EU integration;"
BEL;Alexander De Croo;Minister of Development Cooperation, Finance and fighting Fiscal Fraud;Open Vld;Open Vlaamse Liberalen en Democraten;Open VLD;Open Flemish Liberals and Democrats;Liberal;RE;"Strongly in favour of EU integration;"
BEL;Philippe De Backer;Minister of Administrative Simplification, Digital Agenda, Postal Services and Telecom;Open Vld;Open Vlaamse Liberalen en Democraten;Open VLD;Open Flemish Liberals and Democrats;Liberal;RE;"Strongly in favour of EU integration;"
BEL;Pieter De Crem;Minister of the Interior and Safety;CD&V;Christen-Democratisch en Vlaams;CD&V;Christian Democratic and Flemish;Centre-right;EPP;"Strongly in favour of EU integration;"
BEL;Maggie De Block;Minister of Asylum, Migration, Health and Social Affairs;Open Vld;Open Vlaamse Liberalen en Democraten;Open VLD;Open Flemish Liberals and Democrats;Liberal;RE;"Strongly in favour of EU integration;"
BEL;Wouter Beke;Minister of Consumer Affairs, Disabled Persons, Economy,Employment, Equal Rights and Fighting Poverty;CD&V;Christen-Democratisch en Vlaams;CD&V;Christian Democratic and Flemish;Centre-right;EPP;"Strongly in favour of EU integration;"
BEL;Nathalie Muylle;Minister of Consumer Affairs, Disabled Persons, Economy,Employment, Equal Rights and Fighting Poverty;CD&V;Christen-Democratisch en Vlaams;CD&V;Christian Democratic and Flemish;Centre-right;EPP;"Strongly in favour of EU integration;"
BEL;Denis Ducarme;Minister of the Middle Class, SMEs, Self-employed,Agriculture, Social Integration and Urban Policy;Mouvement Réformateur;Mouvement Réformateur;MR;Reformist Movement;Liberal;RE;"Strongly in favour of EU integration;"
BEL;Sophie Wilmès;Minister of Budget, Civil Service, National Lottery and Scientific Policy;Mouvement Réformateur;Mouvement Réformateur;MR;Reformist Movement;Liberal;RE;"Strongly in favour of EU integration;"
BEL;Daniel Bacquelaine;Minister of Pensions;Mouvement Réformateur;Mouvement Réformateur;MR;Reformist Movement;Liberal;RE;"Strongly in favour of EU integration;"
BEL;François Bellot;Minister of Mobility and the National Railway Company;Mouvement Réformateur;Mouvement Réformateur;MR;Reformist Movement;Liberal;RE;"Strongly in favour of EU integration;"
BEL;Marie-Christine Marghem;Minister of Energy, Environment and Sustainable Development;Mouvement Réformateur;Mouvement Réformateur;MR;Reformist Movement;Liberal;RE;"Strongly in favour of EU integration;"
BGR;Boyko Borisov;Prime Minister's Office;GERB;Grazhdani za evropeĭsko razvitie na Bŭlgariya;GERB;Citizens for European Development of Bulgaria;Centre-right;EPP;"Strongly in favour of EU integration;"
BGR;Tomislav Donchev;Deputy Prime Minister;GERB;Grazhdani za evropeĭsko razvitie na Bŭlgariya;GERB;Citizens for European Development of Bulgaria;Centre-right;EPP;"Strongly in favour of EU integration;"
BGR;Mariyana Nikolova;Deputy Prime Minister in charge of economy and demographical policies;nominated by the United Patriots, unaffiliated;NI;NI;NI;NI;NI;NI
BGR;Krasimir Karakachanov;"Deputy Prime Minister in charge of public order and national security and
Minister of Defence";VMRO;VMRO;VMRO;IMRO – Bulgarian National Movement;National-conservative;ECR;"Neutral towards EU integration;"
BGR;Ekaterina Zakharieva;"Deputy Prime Minister in charge of the judiciary reform and
Minister of Foreign Affairs";nominated by GERB, unaffiliated;NI;NI;NI;NI;NI;NI
BGR;Vladislav Goranov;Minister of Finance;GERB;Grazhdani za evropeĭsko razvitie na Bŭlgariya;GERB;Citizens for European Development of Bulgaria;Centre-right;EPP;"Strongly in favour of EU integration;"
BGR;Danail Kirilov;Minister of Justice;GERB;Grazhdani za evropeĭsko razvitie na Bŭlgariya;GERB;Citizens for European Development of Bulgaria;Centre-right;EPP;"Strongly in favour of EU integration;"
BGR;Mladen Marinov;Minister of Interior Affairs;nominated by GERB, unaffiliated;NI;NI;NI;NI;NI;NI
BGR;Kiril Ananiev;Minister of Health;nominated by GERB, unaffiliated;NI;NI;NI;NI;NI;NI
BGR;Krasimir Valchev;Minister of Education and Science;nominated by GERB, unaffiliated;NI;NI;NI;NI;NI;NI
BGR;Rosen Zhelyazkov;Minister of Transport, Information Technologies and Communications;nominated by GERB, unaffiliated;NI;NI;NI;NI;NI;NI
BGR;Temenuzhka Petkova;Minister of Energy;nominated by GERB, unaffiliated;NI;NI;NI;NI;NI;NI
BGR;Nikolina Angelkova;Minister of Tourism;GERB;Grazhdani za evropeĭsko razvitie na Bŭlgariya;GERB;Citizens for European Development of Bulgaria;Centre-right;EPP;"Strongly in favour of EU integration;"
BGR;Krasen Kralev;Minister of Youth and Sports;GERB;Grazhdani za evropeĭsko razvitie na Bŭlgariya;GERB;Citizens for European Development of Bulgaria;Centre-right;EPP;"Strongly in favour of EU integration;"
BGR;Lilyana Pavlova;Minister in charge of the Bulgarian Presidency of the Council of the European Union in 2018;GERB;Grazhdani za evropeĭsko razvitie na Bŭlgariya;GERB;Citizens for European Development of Bulgaria;Centre-right;EPP;"Strongly in favour of EU integration;"
BGR;Petya Avramova;Minister of Regional Development and Public Works;nominated by GERB, unaffiliated;NI;NI;NI;NI;NI;NI
BGR;Emil Karanikolov;Minister of Economy;nominated by the United Patriots;NI;NI;NI;NI;NI;NI
BGR;Denitsa Sacheva;Minister of Labor and Social Policies;nominated by the GERB;NI;NI;NI;NI;NI;NI
BGR;Neno Dimov;Minister of Environment and Water Resources;nominated by the United Patriots;NI;NI;NI;NI;NI;NI
BGR;Desislava Taneva;Minister of Agriculture, Food and Forestry;GERB;Grazhdani za evropeĭsko razvitie na Bŭlgariya;GERB;Citizens for European Development of Bulgaria;Centre-right;EPP;"Strongly in favour of EU integration;"
BGR;Boil Banov;Minister of Culture;nominated by the United Patriots;NI;NI;NI;NI;NI;NI
BGR;Stefan Yanev;Prime Minister;Independent;NI;NI;NI;NI;NI;NI
BGR;Galab Donev, (bg);Deputy Prime Minister for Social and Economic Policies, Labour Minister;Independent;NI;NI;NI;NI;NI;NI
BGR;Boyko Rashkov, (bg);Deputy Prime Minister for Internal Order and Security, Interior Minister;Independent;NI;NI;NI;NI;NI;NI
BGR;Atanas Pekanov, (bg);Deputy Prime Minister for EU Funds Management;Independent;NI;NI;NI;NI;NI;NI
BGR;Asen Vasilev;Finance Minister;PP;Prodalzhavame promyanata;PP;We Continue The Change;Centre;NA;"Strongly in favour of EU integration;"
BGR;Georgi Panayotov;Defence Minister;Independent;NI;NI;NI;NI;NI;NI
BGR;Svetlan Stoev, (bg);Foreign Minister;Independent;NI;NI;NI;NI;NI;NI
BGR;Yanaki Stoilov, (bg);Justice Minister;BSP;Bulgarska sotsialisticheska partiya;BSP;Bulgarian Socialist Party;Centre-left;S&D;"Somewhat in favour of EU integration;"
BGR;Stoicho Katsarov, (bg);Health Minister;Independent;NI;NI;NI;NI;NI;NI
BGR;Nikolai Denkov, (bg);Education Minister;Independent;NI;NI;NI;NI;NI;NI
BGR;Hristo Bozukov, (bg);Agriculture and Foods Minister;Independent;NI;NI;NI;NI;NI;NI
BGR;Georgi Todorov, (bg);Transport, Information Technologies and Communications Minister;Independent;NI;NI;NI;NI;NI;NI
BGR;Asen Lichev, (bg);Environment and Waters Minister;Independent;NI;NI;NI;NI;NI;NI
BGR;Andrei Zhivkov, (bg);Energy Minister;Independent;NI;NI;NI;NI;NI;NI
