abbr;full_title;date;cntry.x;name;office;isocntry;matchprep.x;cntry.y;name_minister;portfolio;party;party_fullname;party_abbr;party_nameen;orientation;ep_affiliation;eu_stance;matchprep.y
ecofin;Economy and Finance  October  Participants;2020-10-06;Latvia;Ms Sanita PAVĻUTA-DESLANDES;Permanent Representative;LVA;sanitapavļutadeslandes;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ecofin;Economy and Finance  October  Participants;2020-10-06;Portugal;Mr João Nuno MENDES;State Secretary for Finance;PRT;joãonunomendes;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ecofin;Economy and Finance  October  Participants;2020-10-06;Romania;Mr Vasile-Florin CÎȚU;Minister for Public Finance;ROU;vasileflorincîțu;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ecofin;Economy and Finance  October  Participants;2020-10-06;Finland;Mr Matti VANHANEN;Minister for Finance;FIN;mattivanhanen;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ecofin;Economy and Finance  November  Participants;2020-11-04;Bulgaria;Ms Marilena PETROVA;Deputy Minister for Finance;BGR;marilenapetrova;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ecofin;Economy and Finance  November  Participants;2020-11-04;Spain;Ms Nadia María CALVIÑO SANTAMARÍA;Deputy Prime Minister and Minister for Economic Affairs and Digital Transformation;ESP;nadiamaríacalviñosantamaría;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ecofin;Economy and Finance  November  Participants;2020-11-04;France;Mr Emmanuel MOULIN;Director General for Treasury;FRA;emmanuelmoulin;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ecofin;Economy and Finance  November  Participants;2020-11-04;Italy;Mr George PANTELI;Permanent Secretary, Ministry of Finance;ITA;georgepanteli;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ecofin;Economy and Finance  November  Participants;2020-11-04;Latvia;Ms Līga KĻAVIŅA;Deputy State Secretary;LVA;līgakļaviņa;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ecofin;Economy and Finance  November  Participants;2020-11-04;Hungary;Mr Gábor GION;State Secretary for Financial Policy Affairs;HUN;gáborgion;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ecofin;Economy and Finance  November  Participants;2020-11-04;Romania;Mr Vasile-Florin CÎȚU;Minister for Public Finance;ROU;vasileflorincîțu;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ecofin;Economy and Finance  November  Participants;2020-11-04;Finland;Mr Matti VANHANEN;Minister for Finance;FIN;mattivanhanen;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ecofin;Economy and Finance  December  Participants;2020-12-01;Spain;Mr Carlos SAN BASILIO PARDO;Secretary-General of the Treasury and International Finance;ESP;carlossanbasiliopardo;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ecofin;Economy and Finance  December  Participants;2020-12-01;France;Mr Emmanuel MOULIN;Director General for Treasury;FRA;emmanuelmoulin;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ecofin;Economy and Finance  December  Participants;2020-12-01;Latvia;Ms Līga KĻAVIŅA;Deputy State Secretary;LVA;līgakļaviņa;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ecofin;Economy and Finance  December  Participants;2020-12-01;Portugal;Mr João Nuno MENDES;State Secretary for Finance;PRT;joãonunomendes;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ecofin;Economy and Finance  December  Participants;2020-12-01;Romania;Mr Vasile-Florin CÎȚU;Minister for Public Finance;ROU;vasileflorincîțu;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ecofin;Economy and Finance  December  Participants;2020-12-01;Finland;Mr Matti VANHANEN;Minister for Finance;FIN;mattivanhanen;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ecofin;Economy and Finance  January  Participants;2021-01-19;Germany;Mr Jörg KUKIES;State Secretary, Federal Ministry of Finance;DEU;jörgkukies;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ecofin;Economy and Finance  January  Participants;2021-01-19;Estonia;Mr Märten ROSS;Deputy Secretary General for Financial Policy and External Relations;EST;märtenross;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ecofin;Economy and Finance  January  Participants;2021-01-19;Spain;Ms Nadia María CALVIÑO SANTAMARÍA;Third Deputy Prime Minister and Minister for Economic Affairs and Digital Transformation;ESP;nadiamaríacalviñosantamaría;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ecofin;Economy and Finance  January  Participants;2021-01-19;Latvia;Ms Līga KĻAVIŅA;Deputy State Secretary, EFC Member;LVA;līgakļaviņa;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ecofin;Economy and Finance  January  Participants;2021-01-19;Finland;Mr Matti VANHANEN;Minister for Finance;FIN;mattivanhanen;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ecofin;REV  Economy and Finance  February;2021-02-16;Spain;Mr Carlos SAN BASILIO;Secretary General for the Treasury;ESP;carlossanbasilio;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ecofin;REV  Economy and Finance  February;2021-02-16;France;Mr Emmanuel MOULIN;Directeur général du Trésor;FRA;emmanuelmoulin;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ecofin;REV  Economy and Finance  February;2021-02-16;Latvia;Ms Līga KĻAVIŅA;Deputy State Secretary;LVA;līgakļaviņa;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ecofin;REV  Economy and Finance  February;2021-02-16;Portugal;Mr João Nuno MENDES;State Secretary for Finance;PRT;joãonunomendes;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ecofin;REV  Economy and Finance  February;2021-02-16;Finland;Mr Matti VANHANEN;Minister for Finance;FIN;mattivanhanen;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ecofin;Economy and Finance  March  Participants;2021-03-16;Bulgaria;Ms Marinela PETROVA;Deputy Minister for Finance;BGR;marinelapetrova;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ecofin;Economy and Finance  March  Participants;2021-03-16;Spain;Mr Carlos SAN BASILIO PARDO;Secretary-General of the Treasury and International Finance;ESP;carlossanbasiliopardo;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ecofin;Economy and Finance  March  Participants;2021-03-16;France;Mr Emmanuel MOULIN;Director General of the Treasury;FRA;emmanuelmoulin;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ecofin;Economy and Finance  March  Participants;2021-03-16;Hungary;Mr Gábor GION;Minister of State for Financial Affairs, Ministry of Finance;HUN;gáborgion;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ecofin;Economy and Finance  March  Participants;2021-03-16;Malta;Ms Marlene BONNICI;Permanent Representative;MLT;marlenebonnici;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ecofin;Economy and Finance  March  Participants;2021-03-16;Netherlands;Mr Robert DE GROOT;Permanent Representative;NLD;robertdegroot;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ecofin;Economy and Finance  March  Participants;2021-03-16;Portugal;Mr João Nuno MENDES;State Secretary for Finance;PRT;joãonunomendes;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ecofin;Economy and Finance  March  Participants;2021-03-16;Slovakia;Mr Peter PALUŠ;Head of Financial Unit and Member of the EFC and EWG;SVK;peterpaluš;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ecofin;Economy and Finance  March  Participants;2021-03-16;Finland;Mr Matti VANHANEN;Minister for Finance;FIN;mattivanhanen;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ecofin;REV * Economy and Finance  April;2021-04-16;Bulgaria;Ms Marinela PETROVA;Deputy Minister for Finance;BGR;marinelapetrova;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ecofin;REV * Economy and Finance  April;2021-04-16;Estonia;*Mr Aivo ORAV;Permanent Representative;EST;mraivoorav;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ecofin;REV * Economy and Finance  April;2021-04-16;Spain;Ms Nadia María CALVIÑO SANTAMARÍA;Third Deputy Prime Minister and Minister for Economic Affairs and Digital Transformation;ESP;nadiamaríacalviñosantamaría;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ecofin;REV * Economy and Finance  April;2021-04-16;France;Mr Emanuel MOULIN;Director General of the Treasury;FRA;emanuelmoulin;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ecofin;REV * Economy and Finance  April;2021-04-16;Luxembourg;*Mr Georges FRIDEN;Permanent Representative;LUX;mrgeorgesfriden;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ecofin;REV * Economy and Finance  April;2021-04-16;Hungary;Mr Gábor GION;Minister of State for Financial Affairs, Ministry of Finance;HUN;gáborgion;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ecofin;REV * Economy and Finance  April;2021-04-16;Netherlands;Mr Robert De GROOT;Permanent Representative;NLD;robertdegroot;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ecofin;REV * Economy and Finance  April;2021-04-16;Portugal;Mr João Nuno MENDES;State Secretary for Finance;PRT;joãonunomendes;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ecofin;REV * Economy and Finance  April;2021-04-16;Slovakia;Mr Peter PALUS;Permanent Representative;SVK;peterpalus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ecofin;REV * Economy and Finance  April;2021-04-16;Finland;Ms Maria Kaisa AULA;State Secretary to Minister for Finance Matti Vanhanen;FIN;mariakaisaaula;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ecofin;ECOFIN Participants Belgium:;2021-07-13;Germany;Mr Jörg KUKIES;State Secretary, Federal Ministry of Finance;DEU;jörgkukies;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ecofin;ECOFIN Participants Belgium:;2021-07-13;Ireland;Mr Tom HANNEY;Permanent Representative;IRL;tomhanney;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ecofin;ECOFIN Participants Belgium:;2021-07-13;Spain;Mr Carlos SAN BASILIO;Secretary-General of the Treasury and International Finance;ESP;carlossanbasilio;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ecofin;ECOFIN Participants Belgium:;2021-07-13;France;Mr Emmanuel MOULIN;Director General of the Treasury;FRA;emmanuelmoulin;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ecofin;ECOFIN Participants Belgium:;2021-07-13;Italy;Mr Nicholas EMILIOU;Permanent Representative;ITA;nicholasemiliou;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ecofin;ECOFIN Participants Belgium:;2021-07-13;Malta;Ms Marlene BONNICI;Permanent Representative;MLT;marlenebonnici;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ecofin;ECOFIN Participants Belgium:;2021-07-13;Netherlands;Mr Hans VIJLBRIEF;State Secretary for Finance - Tax Affairs and the Tax Administration;NLD;hansvijlbrief;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ecofin;ECOFIN Participants Belgium:;2021-07-13;Austria;Mr Harald WAIGLEIN;Director General in the Ministry of Finance;AUT;haraldwaiglein;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ecofin;ECOFIN Participants Belgium:;2021-07-13;Romania;Ms Luminita ODOBESCU;Permanent Representative;ROU;luminitaodobescu;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ecofin;ECOFIN Participants Belgium:;2021-07-13;Slovenia;Ms Katja LAUTAR;State Secretary at the Ministry of Finance;SVN;katjalautar;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ecofin;ECOFIN Participants Belgium:;2021-07-13;Slovakia;Ms Petra VARGOVÁ;Permanent Representative;SVK;petravargová;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ecofin;ECOFIN Participants Belgium:;2021-07-13;Finland;Ms Marja RISLAKKI;Permanent Representative;FIN;marjarislakki;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ecofin;Informal videoconference of the Ministers of the Economy and Finance  July;2021-07-26;Germany;Mr Thomas WESTPHAL;Director-General for European Policy, Federal Ministry of Finance;DEU;thomaswestphal;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ecofin;Informal videoconference of the Ministers of the Economy and Finance  July;2021-07-26;Spain;Mr Carlos SAN BASILIO;Secretary-General of the Treasury and International Finance;ESP;carlossanbasilio;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ecofin;Informal videoconference of the Ministers of the Economy and Finance  July;2021-07-26;France;Mr Emmanuel MOULIN;Director General of the Treasury;FRA;emmanuelmoulin;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ecofin;Informal videoconference of the Ministers of the Economy and Finance  July;2021-07-26;Italy;Mr George PANTELI;Permanent Secretary, Ministry of Finance;ITA;georgepanteli;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ecofin;Informal videoconference of the Ministers of the Economy and Finance  July;2021-07-26;Latvia;Ms Sanita PAVĻUTA-DESLANDES;Permanent Representative;LVA;sanitapavļutadeslandes;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ecofin;Informal videoconference of the Ministers of the Economy and Finance  July;2021-07-26;Lithuania;Mr Mindaugas LIUTVINSKAS;Deputy Minister for Finance;LTU;mindaugasliutvinskas;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ecofin;Informal videoconference of the Ministers of the Economy and Finance  July;2021-07-26;Hungary;Mr Gábor GION;State Secretary for Financial Policy Affairs;HUN;gáborgion;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ecofin;Informal videoconference of the Ministers of the Economy and Finance  July;2021-07-26;Netherlands;Mr Michel HEIJDRA;Deputy Treasurer General;NLD;michelheijdra;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ecofin;Informal videoconference of the Ministers of the Economy and Finance  July;2021-07-26;Portugal;Mr João Nuno MENDES;State Secretary for Finance;PRT;joãonunomendes;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ecofin;Informal videoconference of the Ministers of the Economy and Finance  July;2021-07-26;Romania;Mr Alin CHITU;State Secretary, Ministry of Public Finance;ROU;alinchitu;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ecofin;Informal videoconference of the Ministers of the Economy and Finance  July;2021-07-26;Slovenia;Ms Katja LAUTAR;State Secretary at the Ministry of Finance;SVN;katjalautar;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ecofin;Informal videoconference of the Ministers of the Economy and Finance  September;2021-09-06;Bulgaria;Mr Ivanka TASHEVA;Permanent Representative;BGR;ivankatasheva;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ecofin;Informal videoconference of the Ministers of the Economy and Finance  September;2021-09-06;Germany;Mr Jörg Kukies;State Secretary, Federal Ministry of Finance;DEU;jörgkukies;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ecofin;Informal videoconference of the Ministers of the Economy and Finance  September;2021-09-06;Spain;Mr Carlos CUERPO;Secretary-General of the Treasury and International Finance;ESP;carloscuerpo;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ecofin;Informal videoconference of the Ministers of the Economy and Finance  September;2021-09-06;France;Mr Emmanuel MOULIN;Director General of the Treasury;FRA;emmanuelmoulin;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ecofin;Informal videoconference of the Ministers of the Economy and Finance  September;2021-09-06;Croatia;Mr Stipe ŽUPAN;State Secretary, Ministry of Finance;HRV;stipežupan;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ecofin;Informal videoconference of the Ministers of the Economy and Finance  September;2021-09-06;Italy;Mr George PANTELI;Permanent Secretary, Ministry of Finance;ITA;georgepanteli;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ecofin;Informal videoconference of the Ministers of the Economy and Finance  September;2021-09-06;Lithuania;Mr Mindaugas LIUTVINSKAS;Deputy Minister for Finance;LTU;mindaugasliutvinskas;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ecofin;Informal videoconference of the Ministers of the Economy and Finance  September;2021-09-06;Malta;Mr Alfred CAMILLLERI;Permanent Representative;MLT;alfredcamillleri;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ecofin;Informal videoconference of the Ministers of the Economy and Finance  September;2021-09-06;Portugal;Mr João Nuno MENDES;State Secretary for Finance;PRT;joãonunomendes;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ecofin;Informal videoconference of the Ministers of the Economy and Finance  September;2021-09-06;Romania;Mr Alin CHITU;State Secretary, Ministry of Public Finance;ROU;alinchitu;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ecofin;Informal videoconference of the Ministers of the Economy and Finance  September;2021-09-06;Slovenia;Ms Katja LAUTAR;State Secretary at the Ministry of Finance;SVN;katjalautar;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ecofin;Informal videoconference of the Ministers of the Economy and Finance  September;2021-09-06;Slovakia;Mr Peter PALUŠ;EFC/EWG Member;SVK;peterpaluš;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ecofin;ECOFIN Participants Belgium:;2021-10-05;Belgium;Mr Willem van de VOORDE;Permanent Representative;BEL;willemvandevoorde;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ecofin;ECOFIN Participants Belgium:;2021-10-05;Bulgaria;Mr Valery BELTCHEV;Minister of Finance;BGR;valerybeltchev;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ecofin;ECOFIN Participants Belgium:;2021-10-05;Bulgaria;Ms Lenka DUPÁKOVÁ;Deputy Minister for Finance;BGR;lenkadupáková;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ecofin;ECOFIN Participants Belgium:;2021-10-05;Germany;Mr Jörg KUKIES;State Secretary, Federal Ministry of Finance;DEU;jörgkukies;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ecofin;ECOFIN Participants Belgium:;2021-10-05;Estonia;Mr Aivo ORAV;Permanent Representative;EST;aivoorav;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ecofin;ECOFIN Participants Belgium:;2021-10-05;Ireland;Mr Tom HANNEY;Permanent Representative;IRL;tomhanney;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ecofin;ECOFIN Participants Belgium:;2021-10-05;Spain;Mr Carlos CUERPO;Secretary-General of the Treasury and International Finance;ESP;carloscuerpo;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ecofin;ECOFIN Participants Belgium:;2021-10-05;Croatia;Ms Irena ANDRASSY;Permanent Representative;HRV;irenaandrassy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ecofin;ECOFIN Participants Belgium:;2021-10-05;Italy;Mr Alessandro RIVERA;Director General of the Treasury;ITA;alessandrorivera;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ecofin;ECOFIN Participants Belgium:;2021-10-05;Italy;Ms Elpida HERACLEOUS;Financial Counsellor, Permanent Representation of Cyprus to the EU;ITA;elpidaheracleous;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ecofin;ECOFIN Participants Belgium:;2021-10-05;Latvia;Ms Baiba BĀNE;State Secretary, Ministry of Finance;LVA;baibabāne;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ecofin;ECOFIN Participants Belgium:;2021-10-05;Luxembourg;Mr Georges FRIDEN;Permanent Representative;LUX;georgesfriden;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ecofin;ECOFIN Participants Belgium:;2021-10-05;Malta;Mr Stefan ZRINZO AZZOPARDI;Parliamentary Secretary for European Funds within the Office of the Prime Minister;MLT;stefanzrinzoazzopardi;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ecofin;ECOFIN Participants Belgium:;2021-10-05;Netherlands;Mr Hans VIJLBRIEF;State Secretary for Finance - Tax Affairs and the Tax Administration;NLD;hansvijlbrief;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ecofin;ECOFIN Participants Belgium:;2021-10-05;Austria;Mr Harald WAIGLEIN;Director General for Economic and Finance, Ministry of finance;AUT;haraldwaiglein;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ecofin;ECOFIN Participants Belgium:;2021-10-05;Portugal;Mr João Nuno MENDES;State Secretary for Finance;PRT;joãonunomendes;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ecofin;ECOFIN Participants Belgium:;2021-10-05;Romania;Mr Alin CHITU;State Secretary, Ministry of Public Finance;ROU;alinchitu;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ecofin;ECOFIN Participants Belgium:;2021-10-05;Slovenia;Ms Katja LAUTAR;State Secretary at the Ministry of Finance;SVN;katjalautar;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ecofin;ECOFIN Participants Belgium:;2021-10-05;Slovakia;Mr Peter PALUŠ;Head of Financial Unit, Permanent Representation of Slovakia to the EU;SVK;peterpaluš;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ecofin;Informal videoconference of the Ministers of the Economy and Finance  October;2021-10-28;Bulgaria;Mr Ivaylo HRISTOV;Deputy Minister for Finance;BGR;ivaylohristov;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ecofin;Informal videoconference of the Ministers of the Economy and Finance  October;2021-10-28;Germany;Mr Jörg KUKIES;State Secretary, Federal Ministry of Finance;DEU;jörgkukies;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ecofin;Informal videoconference of the Ministers of the Economy and Finance  October;2021-10-28;Ireland;Mr Pat CASEY;Principal Officer, Department of Finance;IRL;patcasey;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ecofin;Informal videoconference of the Ministers of the Economy and Finance  October;2021-10-28;Greece;Mr Michael ARGHYROU;Chairman of Council of Economic Advisors, Ministry of Finance;GRC;michaelarghyrou;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ecofin;Informal videoconference of the Ministers of the Economy and Finance  October;2021-10-28;Spain;Mr Carlos CUERPO;Secretary-General of the Treasury and International Financing;ESP;carloscuerpo;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ecofin;Informal videoconference of the Ministers of the Economy and Finance  October;2021-10-28;France;Mr Emmanuel MOULIN;Director General of the Treasury;FRA;emmanuelmoulin;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ecofin;Informal videoconference of the Ministers of the Economy and Finance  October;2021-10-28;Croatia;Mr Stipe ŽUPAN;State Secretary, Ministry of Finance;HRV;stipežupan;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ecofin;Informal videoconference of the Ministers of the Economy and Finance  October;2021-10-28;Italy;Mr Alessandro RIVERA;Director General of the Treasury;ITA;alessandrorivera;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ecofin;Informal videoconference of the Ministers of the Economy and Finance  October;2021-10-28;Italy;Mr George PANTELI;Permanent Secretary, Ministry of Finance;ITA;georgepanteli;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ecofin;Informal videoconference of the Ministers of the Economy and Finance  October;2021-10-28;Latvia;Ms Līga KLAVINA;Deputy State Secretary, Ministry of Finance;LVA;līgaklavina;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ecofin;Informal videoconference of the Ministers of the Economy and Finance  October;2021-10-28;Lithuania;Mr Mindaugas LIUTVINSKAS;Deputy Minister for Finance;LTU;mindaugasliutvinskas;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ecofin;Informal videoconference of the Ministers of the Economy and Finance  October;2021-10-28;Luxembourg;Mr Nima AHMADZADEH;Director of Economic and Fiscal Affairs, Ministry of Finance;LUX;nimaahmadzadeh;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ecofin;Informal videoconference of the Ministers of the Economy and Finance  October;2021-10-28;Hungary;Mr Gábor GION;Minister of State for Financial Affairs, Ministry of Finance;HUN;gáborgion;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ecofin;Informal videoconference of the Ministers of the Economy and Finance  October;2021-10-28;Netherlands;Mr Hans VIJLBRIEF;State Secretary for Finance - Tax Affairs and the Tax Administration;NLD;hansvijlbrief;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ecofin;Informal videoconference of the Ministers of the Economy and Finance  October;2021-10-28;Austria;Mr Harald WAIGLEIN;Director General for Economic and Finance, Ministry of finance;AUT;haraldwaiglein;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ecofin;Informal videoconference of the Ministers of the Economy and Finance  October;2021-10-28;Portugal;Mr João Nuno MENDES;State Secretary for Finance;PRT;joãonunomendes;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ecofin;Informal videoconference of the Ministers of the Economy and Finance  October;2021-10-28;Romania;Mr Florin-Vasile CÎȚU;Prime Minister;ROU;florinvasilecîțu;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ecofin;Informal videoconference of the Ministers of the Economy and Finance  October;2021-10-28;Slovenia;Ms Katja LAUTAR;State Secretary at the Ministry of Finance;SVN;katjalautar;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ecofin;Informal videoconference of the Ministers of the Economy and Finance  October;2021-10-28;Slovakia;Mr Peter PALUŠ;Head of Financial Unit, Permanent Representation of Slovakia to the EU;SVK;peterpaluš;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ecofin;ECOFIN Participants Belgium:;2021-11-09;Bulgaria;Mr Valery BELTCHEV;Acting Minister of Finance;BGR;valerybeltchev;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ecofin;ECOFIN Participants Belgium:;2021-11-09;Bulgaria;Mr Stanislav KOUBA;Deputy Minister for Finance;BGR;stanislavkouba;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ecofin;ECOFIN Participants Belgium:;2021-11-09;Germany;Mr Jörg KUKIES;State Secretary, Federal Ministry of Finance;DEU;jörgkukies;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ecofin;ECOFIN Participants Belgium:;2021-11-09;Estonia;Mr Aivo ORAV;Permanent Representative;EST;aivoorav;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ecofin;ECOFIN Participants Belgium:;2021-11-09;Spain;Ms Nadia María CALVIÑO SANTAMARÍA;First Deputy Prime Minister and Minister for Economic Affairs and Digital Transformation;ESP;nadiamaríacalviñosantamaría;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ecofin;ECOFIN Participants Belgium:;2021-11-09;Croatia;Ms Irene ANDRASSY;Permanent Representative;HRV;ireneandrassy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ecofin;ECOFIN Participants Belgium:;2021-11-09;Italy;Ms Christina RAFTI;Permanent Representative;ITA;christinarafti;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ecofin;ECOFIN Participants Belgium:;2021-11-09;Latvia;Ms Baiba BĀNE;State Secretary, Ministry of Finance;LVA;baibabāne;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
